label,review,compound,scores,comp_score
pos,solid  player  without  ipod  mystique  purchased  player  4  months  ago  read  reviews  aware  pros  cons  going  player  slightly  thicker  capacity  ipod  upside  battery  user  upgradeable  ipod  users  main  downside  player  software  highly  recommend  notmad  explorer  httpwwwredchairsoftwarecom  replacement  poor  creative  software  upsides  great  sound  quality  great  capacity  decent  battery  life  good  price  care  looking  trendy  carrying  ipod  take  good  hard  look  creative  nomad  zen  players,0.9678,"{'neg': 0.076, 'neu': 0.605, 'pos': 0.319, 'compound': 0.9678}",the review is positive
pos,job  less  money  want  space  carry  music  everywherethis  device  reviews  cover  cover  included  player  window  screen  need  take  player  case  unless  changing  battery  usb  cable  includedno  extra  purchase  fact  copy  music  back  computer  plus  buttons  takes  little  getting  use  almost  200  less  deal  software  easy  learn  fact  replace  battery  easebig  plus,0.3935,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.3935}",the review is positive
neg,fan  took  zen  back  week  problemsit  really  fussy  id3  tags  problem  collection  come  directly  cd  fiddled  around  various  automated  taggers  never  got  things  working  satisfaction  player  crashes  every  3  8  hours  operation  frequently  takes  20  minutes  rebuilding  database  tracks  crash  hear  process  made  long  incomplete  id3  tagstwo  days  ago  left  headphone  channel  started  cutting  many  reviewers  last  straw  I  thinking  rio  karma  nothing,-0.1779,"{'neg': 0.098, 'neu': 0.827, 'pos': 0.074, 'compound': -0.1779}",the review is negative
neg,player  trash  price  looks  good  fooledmine  also  worked  ok  first  6  months  reguardless  software  would  transfer  portion  music  death  unit  fixed  id3  tages  get  music  able  tranfered  player  removed  music  library  reloaded  repaired  lib  point  player  play  anything  corectly  parts  tracks  play  parts  garbledthis  true  playing  headphone  jack  usb  pc  still  play  normal  problem  phone  jack  breaking  like  happens  23  players,0.8689,"{'neg': 0.086, 'neu': 0.662, 'pos': 0.252, 'compound': 0.8689}",the review is positive
neg,phone  jack  faulty  loved  thing  2  12  months  purchase  phone  jack  working  properly  disappointed  glad  got  2  year  replacement  plan  best  buy  recommend  protect  buy  product  think  phone  jack  problem  rare  one  read,0.8442,"{'neg': 0.164, 'neu': 0.507, 'pos': 0.329, 'compound': 0.8442}",the review is positive
pos,good  price  mine  month  say  enjoyed  prosprice  almost  half  ipod  would  cost  care  looks  always  drive  size  important  mesound  quality  wonderful  really  like  smart  volume  sound  normalization  yes  included  earphones  suck  everyone  replaces  anyway  quickly  got  use  interface  find  songplaylist  etc  fast  enough  also  liked  fact  save  custom  playlist  made  player  computercons  creative  software  stinks  horrible  redchair  software  makes  nice  software  allows  everything  would  want  front  cover  pop  easily  always  mine  case  notice  first  day,0.9806,"{'neg': 0.08, 'neu': 0.551, 'pos': 0.369, 'compound': 0.9806}",the review is positive
pos,great  toy  rca  mp3  player  used  cards  decided  purchase  one  based  reviews  cost  I  sorry  thing  challenges  transferring  music  pc  cds  player  searched  searched  finally  figured  think  creative  needs  picture  software  quick  guide  people  know  window  whichi  love  ability  organize  listen  music  using  several  options  genre  artist  etc  transfers  quickly  using  20  usb  hookup  sounds  great  I  beginning  play  I  looking  forward  finding  everything  much  largerheavier  ipod  versatile  mention  whole  lot  less  expansive  also  like  fact  mini  external  hard  drive  store  large  files  necessary,0.9676,"{'neg': 0.027, 'neu': 0.738, 'pos': 0.235, 'compound': 0.9676}",the review is positive
neg,breaks  easily  bad  warrenty  warrenty  device  3  months  breaks  quite  quickly  cover  kept  popping  broke  creative  said  warrenty  ran,-0.25,"{'neg': 0.237, 'neu': 0.564, 'pos': 0.199, 'compound': -0.25}",the review is negative
neg,junk  junk  every  time  nomad  thinks  file  corrupt  os  freezes  way  recover  plug  power  cord  go  recovery  mode  happen  house  frozen  os  use  nomad  get  home  os  froze  twice  subway  returned  jukebox,-0.0258,"{'neg': 0.034, 'neu': 0.966, 'pos': 0.0, 'compound': -0.0258}",the review is negative
neg,rated  zero  stars  buy  producti  took  perfect  care  player  still  died  week  lousy  90  day  warranty  ended  nearly  4000  songs  went  smoke  software  good  either  driver  trouble  working  sound  blaster  products  dumb,-0.5106,"{'neg': 0.273, 'neu': 0.522, 'pos': 0.205, 'compound': -0.5106}",the review is negative
pos,nice  portable  small  gps  receiver  unit  used  couple  years  reason  bought  portability  could  use  car  walking  aspect  nice  every  positive  normally  comes  negatives  may  guess  due  size  unit  receiver  probably  powerful  accurate  receiver  need  learn  cope  aspects  cases  receiver  got  confused  city  san  francisco  couple  tall  buildings  around  driving  around  windy  roads  sierra  worked  fine  used  town  country  found  another  navigation  sw  think  nicer  performs  better  one  came  hp  mine  mmcx,0.946,"{'neg': 0.027, 'neu': 0.742, 'pos': 0.231, 'compound': 0.946}",the review is positive
neg,junk  yosemite  poi  according  navteq  imagine  tried  find  points  interest  near  yosemite  said  poi  found  garmin  mapsource  far  better  navteqit  options  create  automatic  pointtopoint  routes  pc  without  need  gps  create  multiple  waypoints  routes  transfer  device,0.734,"{'neg': 0.044, 'neu': 0.76, 'pos': 0.196, 'compound': 0.734}",the review is positive
neg,angel  baby  ordered  video  took  nearly  month  arrive  shipped  england  received  would  play  two  friends  try  dvd  make  sure  mine  problem  work  either  shipped  europe  think  could  compatible  european  dvds  got  elderly  uncle  plays  cameo  role  film  disappointed  workis  way  get  money  back  get  exchange,0.4588,"{'neg': 0.106, 'neu': 0.714, 'pos': 0.179, 'compound': 0.4588}",the review is positive
pos,perfect  every  fisherman  beautiful  helpful  book  experienced  novice  fishermen  great  pictures  really  make  book  user  friendly  would  make  great  gift,0.9769,"{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.9769}",the review is positive
neg,disappointed  share  enthusiasm  preceeding  reviewersin  opinion  book  advanced  fishermen  already  know  fisheries  ethics  care  book  cover  important  aspects  selective  harvesting  keep  damage  fish  low  possible  released  treatment  fish  caught  swift  killing  keeping  cleaningtwo  thirds  book  baiting  major  chaptors  use  life  bait  small  fish  salamander  frogs  however  author  completely  fails  address  ethical  concerns  techniquereplace  bait  frequently  frog  tires  stops  kicking  much  less  effective  technique  actually  forbidden  countries  cruelty  involved,-0.7116,"{'neg': 0.251, 'neu': 0.539, 'pos': 0.21, 'compound': -0.7116}",the review is negative
neg,rubbish  heaven  17  fan  going  disappointed  like  good  techno  going  disappointed  plain  rubbish  one  two  tracks  might  warrant  second  listening  overall  cd  annoying  waste  money  tracks  little  unity  h17  dance  track  sounding  like  two  songs  mistakenly  played  together,0.25,"{'neg': 0.245, 'neu': 0.475, 'pos': 0.28, 'compound': 0.25}",the review is positive
pos,detox  pretty  damn  good  I  would  agreed  fellow  reviewer  retox  cd  1  detox  makes  totally  different  sound,0.6705,"{'neg': 0.113, 'neu': 0.544, 'pos': 0.343, 'compound': 0.6705}",the review is positive
neg,many  flaws  mellors  nursery  knits  books  patterns  seriously  flawed  attempt  follow  outdoor  snuggly  03  month  old  baby  resulted  32  inch  waistline  snuggly  legs  long  arms  short  addition  photos  snuggly  match  patterns  instructions  cousin  used  baby  poncho  pattern  myriad  similar  problems  buy  book,-0.7579,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.7579}",the review is negative
pos,fun  funky  patterns  bought  book  buying  adorable  knits  tiny  tots  knitting  several  items  book  one  made  teddy  cloud  pillow  70  way  kaleidoscope  blanket  decided  knitting  49  squares  much  like  hard  work  adapted  pattern  knit  one  go  circular  needle  going  well  maybe  squares  would  easier  knitting  friend  also  made  dolly  fabulous  results  exception  cloud  pillow  substituted  local  yarns  problems  problem  yarn  quantities  cloud  pillow  called  six  balls  expensive  rowan  yarn  enough  two  pillows  plan  knit  star  moon  blanket  kitty  cat  jumper  next  lovely  book  plenty  fabulous  patterns,0.9661,"{'neg': 0.075, 'neu': 0.67, 'pos': 0.254, 'compound': 0.9661}",the review is positive
pos,bought  4  somthing  worthy  remembering  bought  shared  kids  kind  books  always  gift  lives,0.891,"{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.891}",the review is positive
pos,classic  jazz  christmas  album  classic  jazz  christmas  albumfrom  dozens  copycat  collections  nearly  wore  vinyl  yet  cdd  companion  sounds  christmas  merry  chirstmas  baby  sooo  cool  jazz  love  jazz  dig  christmas  sounds  must,0.875,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.875}",the review is positive
pos,tired  ole  christmas  classic  inspire  course  grew  listening  ramsey  lewis  collection  open  bedroom  door  parents  decorated  house  make  way  magic  christmas  comeso  sounds  christmas  intimately  woven  fondest  memories  childhood  take  word  listen  experience  piece  lewis  recreating  old  standbys  striving  make  expression  experience  christmas  thrill  listen  long  season  past  still  get  excited,0.6908,"{'neg': 0.05, 'neu': 0.803, 'pos': 0.147, 'compound': 0.6908}",the review is positive
pos,nice  jazz  xmas  purchase  today  playing  afternoon  along  jazz  piano  chrristmas  boegie  adair  diana  kralls  christmas  albumwe  made  playlist  jazz  christmas  great  alternative  traditional  celtic  xmas  musicnice,0.8271,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.8271}",the review is positive
pos,ramseys  best  remember  recording  teen  years  good  played  christmas  great  cd,0.9274,"{'neg': 0.0, 'neu': 0.34, 'pos': 0.66, 'compound': 0.9274}",the review is positive
neg,ericsson  vehicle  handsfree  solution  hf  7600  bought  2  items  2  cars  burns  batteries  every  time  even  burns  phone  sometimesranieri,0.3182,"{'neg': 0.0, 'neu': 0.887, 'pos': 0.113, 'compound': 0.3182}",the review is positive
neg,read  know  fact  book  falsified  exaggerated  press  attempted  frighten  public  time  published  voodoos  also  trying  scare  outsiders  criticized  away  wild  false  stories  believe  everything  read  book  hoax,-0.9042,"{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.9042}",the review is negative
neg,tallants  creative  talent  voodoo  new  orleansthis  old  classic  interested  either  voodoo  new  orleans  probably  read  however  ignore  old  adage  taking  robert  tallant  say  grain  salt  need  entire  salt  lick  handle  slim  volume  colorful  exciting  alas  mostly  product  robert  tallants  fevered  imagination  facts  get  wrong  completely  fabricatedplenty  scholars  already  weighed  problems  presented  alas  also  created  small  piece  creative  fiction  entertaining  although  occasionally  offensive  mostly  taken  seriouslyeoghan  ballard  phd  folklore  university  pennsylvania  2005,0.6361,"{'neg': 0.164, 'neu': 0.626, 'pos': 0.209, 'compound': 0.6361}",the review is positive
neg,lousy  book  searched  find  book  specifically  voodoo  new  orleans  unfortunately  could  findit  240ish  pages  still  even  made  yet  though  interesting  facts  think  poorly  written  50  years  old  would  like  see  updated  version  better  read  maybe  write,0.296,"{'neg': 0.131, 'neu': 0.689, 'pos': 0.18, 'compound': 0.296}",the review is positive
neg,old  silly  strictly  tourist  rag  waste  time  looking  basic  introduction  voodoo  try  laennec  hurbons  voodoo  search  spirit  voodoo  hoodoo  jim  haskins  sallie  anne  glassmans  vodou  visions  leah  gordons  book  vodou  even  complete  idiots  guide  voodoo,-0.0258,"{'neg': 0.073, 'neu': 0.805, 'pos': 0.122, 'compound': -0.0258}",the review is negative
neg,want  know  new  orleans  voodoo  avoid  rag  interested  reading  bunch  ignorant  bigoted  stereo  types  means  buy  bookrobert  tallant  writer  bother  facts  spewing  hatred  racismhis  depictions  new  orleans  voodoo  practitioners  dead  wrongif  want  read  new  orleans  voodoo  try  voodoo  queen  spirited  lives  marie  laveau  martha  ward,-0.8625,"{'neg': 0.259, 'neu': 0.612, 'pos': 0.129, 'compound': -0.8625}",the review is negative
